time_to_close_hours,project,created_at,closed_at,id_in_repo,short_name
711.12,amberframework/amber,2017-10-16T02:46:43Z,2017-11-14T17:55:28Z,306,amber
9682.32,amberframework/amber,2018-04-11T16:30:04Z,2019-05-20T02:54:00Z,749,amber
3875.2799999999997,amberframework/amber,2017-08-12T16:59:49Z,2018-01-21T04:14:58Z,171,amber
8491.92,amberframework/amber,2018-01-04T00:34:34Z,2018-12-23T20:28:31Z,476,amber
23.52,amberframework/amber,2018-07-27T13:47:01Z,2018-07-28T13:21:42Z,919,amber
1296.72,amberframework/amber,2017-11-12T19:00:02Z,2018-01-05T19:39:17Z,385,amber
875.76,amberframework/amber,2017-10-09T06:12:06Z,2017-11-14T17:59:37Z,298,amber
6412.08,amberframework/amber,2018-04-01T14:52:28Z,2018-12-24T18:52:22Z,724,amber
6627.84,amberframework/amber,2017-09-19T12:05:35Z,2018-06-22T15:54:10Z,269,amber
6834.719999999999,amberframework/amber,2018-03-17T01:32:43Z,2018-12-26T20:16:02Z,697,amber
3095.2799999999997,amberframework/amber,2018-07-12T16:24:29Z,2018-11-18T15:46:40Z,916,amber
6961.92,amberframework/amber,2018-03-09T17:04:25Z,2018-12-24T18:53:27Z,688,amber
299.28000000000003,amberframework/amber,2017-11-02T06:39:40Z,2017-11-14T17:53:03Z,352,amber
1.44,amberframework/amber,2018-01-13T01:18:31Z,2018-01-13T02:48:57Z,509,amber
31.68,amberframework/amber,2018-02-02T17:58:26Z,2018-02-04T01:40:39Z,617,amber
1534.8000000000002,amberframework/amber,2018-04-11T15:40:36Z,2018-06-14T14:31:00Z,747,amber
2216.16,amberframework/amber,2018-10-10T14:21:00Z,2019-01-10T22:28:25Z,958,amber
4746.4800000000005,amberframework/amber,2018-06-09T20:46:34Z,2018-12-24T15:08:49Z,840,amber
1509.84,amberframework/amber,2018-04-12T16:35:19Z,2018-06-14T14:21:39Z,750,amber
5169.84,amberframework/amber,2018-03-12T17:31:05Z,2018-10-14T03:19:20Z,693,amber
4105.200000000001,amberframework/amber,2018-06-10T12:14:57Z,2018-11-28T13:32:05Z,842,amber
6771.12,amberframework/amber,2018-03-17T15:25:21Z,2018-12-24T18:26:50Z,699,amber
496.56000000000006,amberframework/amber,2018-06-01T23:17:49Z,2018-06-22T15:51:49Z,835,amber
3701.5199999999995,amberframework/amber,2018-12-16T21:14:40Z,2019-05-20T02:42:27Z,995,amber
4107.36,amberframework/amber,2018-04-25T23:44:41Z,2018-10-14T03:00:40Z,772,amber
4736.64,amberframework/amber,2018-06-10T11:50:52Z,2018-12-24T20:34:19Z,841,amber
1274.16,amberframework/amber,2017-10-31T22:41:43Z,2017-12-24T00:44:16Z,346,amber
194.39999999999998,amberframework/amber,2017-12-26T22:05:40Z,2018-01-04T00:36:35Z,465,amber
45.12,amberframework/amber,2018-05-20T23:10:15Z,2018-05-22T20:17:51Z,805,amber
15.600000000000001,amberframework/amber,2018-01-14T00:11:11Z,2018-01-14T15:43:19Z,519,amber
950.8799999999999,amberframework/amber,2018-01-27T22:14:29Z,2018-03-08T13:10:49Z,585,amber
190.32,amberframework/amber,2018-01-16T01:35:58Z,2018-01-23T23:56:02Z,534,amber
6580.799999999999,amberframework/amber,2018-01-12T22:19:46Z,2018-10-14T03:13:24Z,507,amber
0.24,amberframework/amber,2018-01-13T23:32:46Z,2018-01-13T23:51:27Z,518,amber
5907.12,amberframework/amber,2018-04-22T15:21:05Z,2018-12-24T18:23:38Z,770,amber
1173.84,amberframework/amber,2018-04-26T16:23:36Z,2018-06-14T14:19:18Z,773,amber
52.56,amberframework/amber,2018-04-16T18:52:50Z,2018-04-18T23:20:42Z,757,amber
2111.7599999999998,amberframework/amber,2019-08-14T19:26:56Z,2019-11-10T19:07:22Z,1129,amber
3117.12,amberframework/amber,2017-09-05T04:34:16Z,2018-01-13T01:40:23Z,233,amber
206.64,amberframework/amber,2017-12-13T01:00:14Z,2017-12-21T15:39:43Z,441,amber
99.60000000000001,amberframework/amber,2017-12-31T20:40:36Z,2018-01-05T00:15:41Z,469,amber
22.32,amberframework/amber,2018-01-05T00:45:19Z,2018-01-05T22:58:24Z,478,amber
1320.96,amberframework/amber,2018-01-20T19:19:38Z,2018-03-16T20:11:03Z,553,amber
69.6,amberframework/amber,2018-04-06T22:25:32Z,2018-04-09T20:00:29Z,731,amber
2179.44,amberframework/amber,2018-02-03T14:53:47Z,2018-05-05T10:13:22Z,629,amber
0.24,amberframework/amber,2018-01-14T01:33:12Z,2018-01-14T01:45:29Z,520,amber
11.28,amberframework/amber,2018-02-02T23:06:30Z,2018-02-03T10:17:53Z,619,amber
100.80000000000001,amberframework/amber,2017-10-29T18:30:26Z,2017-11-02T23:18:22Z,339,amber
39.12,amberframework/amber,2018-01-14T02:43:10Z,2018-01-15T17:45:15Z,522,amber
34.32,amberframework/amber,2018-01-28T10:41:12Z,2018-01-29T20:56:12Z,590,amber
12894.96,aws/aws-sdk-go,2018-02-02T17:52:12Z,2019-07-25T00:50:53Z,1769,aws-sdk-go
9.120000000000001,aws/aws-sdk-go,2019-04-12T14:15:48Z,2019-04-12T23:20:40Z,2560,aws-sdk-go
1695.84,aws/aws-sdk-go,2015-02-06T04:44:34Z,2015-04-17T20:36:07Z,88,aws-sdk-go
6912.960000000001,aws/aws-sdk-go,2017-12-24T16:15:07Z,2018-10-08T17:10:41Z,1710,aws-sdk-go
31909.199999999997,aws/aws-sdk-go,2015-10-27T08:55:35Z,2019-06-17T22:06:58Z,409,aws-sdk-go
21.12,aws/aws-sdk-go,2016-02-23T04:28:51Z,2016-02-24T01:33:52Z,567,aws-sdk-go
167.28,aws/aws-sdk-go,2016-12-07T00:18:44Z,2016-12-13T23:40:38Z,984,aws-sdk-go
329.52,aws/aws-sdk-go,2016-12-01T01:15:29Z,2016-12-14T18:44:02Z,970,aws-sdk-go
825.36,aws/aws-sdk-go,2015-04-29T11:34:56Z,2015-06-02T21:02:54Z,208,aws-sdk-go
29573.28,aws/aws-sdk-go,2016-05-11T20:35:58Z,2019-09-26T01:46:28Z,682,aws-sdk-go
7347.84,aws/aws-sdk-go,2015-01-08T19:31:46Z,2015-11-10T23:16:21Z,59,aws-sdk-go
398.88,aws/aws-sdk-go,2017-04-24T07:16:23Z,2017-05-10T22:02:04Z,1226,aws-sdk-go
0.0,kriasoft/react-starter-kit,2016-04-18T13:38:42Z,2016-04-18T13:44:21Z,587,react-starter-kit
4469.28,kriasoft/react-starter-kit,2016-04-18T13:43:07Z,2016-10-21T19:03:55Z,588,react-starter-kit
6426.48,kriasoft/react-starter-kit,2016-01-28T18:11:06Z,2016-10-22T12:41:04Z,423,react-starter-kit
232.56,kriasoft/react-starter-kit,2017-01-12T01:42:46Z,2017-01-21T18:14:42Z,1080,react-starter-kit
5.5200000000000005,kriasoft/react-starter-kit,2016-04-15T06:55:59Z,2016-04-15T12:32:33Z,570,react-starter-kit
5790.24,kriasoft/react-starter-kit,2016-06-14T09:14:33Z,2017-02-10T15:34:11Z,702,react-starter-kit
278.15999999999997,kriasoft/react-starter-kit,2015-12-27T07:50:19Z,2016-01-07T22:06:32Z,370,react-starter-kit
11673.36,kriasoft/react-starter-kit,2017-04-10T15:42:55Z,2018-08-10T01:02:47Z,1215,react-starter-kit
26.880000000000003,kriasoft/react-starter-kit,2019-02-15T13:37:59Z,2019-02-16T16:33:58Z,1712,react-starter-kit
2093.04,kriasoft/react-starter-kit,2016-08-23T09:24:01Z,2016-11-18T14:29:23Z,811,react-starter-kit
12482.64,kriasoft/react-starter-kit,2014-09-15T15:26:51Z,2016-02-17T17:59:40Z,7,react-starter-kit
12155.039999999999,kriasoft/react-starter-kit,2014-10-02T21:10:26Z,2016-02-21T08:07:26Z,22,react-starter-kit
154.56,kriasoft/react-starter-kit,2015-05-26T20:40:39Z,2015-06-02T07:08:19Z,121,react-starter-kit
3182.88,kriasoft/react-starter-kit,2015-12-07T22:55:02Z,2016-04-18T13:43:48Z,337,react-starter-kit
263.28000000000003,kriasoft/react-starter-kit,2016-10-14T10:29:05Z,2016-10-25T09:46:27Z,916,react-starter-kit
115.92,kriasoft/react-starter-kit,2016-09-08T18:34:17Z,2016-09-13T14:28:46Z,841,react-starter-kit
93.84,kriasoft/react-starter-kit,2018-07-23T13:51:58Z,2018-07-27T11:45:26Z,1648,react-starter-kit
1150.32,kriasoft/react-starter-kit,2017-01-06T10:36:34Z,2017-02-23T08:51:50Z,1069,react-starter-kit
8149.92,kriasoft/react-starter-kit,2018-07-02T21:25:36Z,2019-06-07T11:16:11Z,1640,react-starter-kit
437.28,kriasoft/react-starter-kit,2015-09-16T15:42:10Z,2015-10-04T20:57:55Z,256,react-starter-kit
511.91999999999996,kriasoft/react-starter-kit,2017-09-13T06:55:51Z,2017-10-04T14:58:00Z,1398,react-starter-kit
5412.0,kriasoft/react-starter-kit,2018-10-14T14:01:31Z,2019-05-28T02:02:58Z,1681,react-starter-kit
7135.92,kriasoft/react-starter-kit,2015-12-29T11:05:25Z,2016-10-21T19:04:10Z,375,react-starter-kit
321.12,kriasoft/react-starter-kit,2017-01-13T11:32:58Z,2017-01-26T20:43:47Z,1083,react-starter-kit
2261.52,kriasoft/react-starter-kit,2016-07-20T07:02:35Z,2016-10-22T12:39:14Z,759,react-starter-kit
7182.24,kriasoft/react-starter-kit,2015-04-28T02:01:27Z,2016-02-21T08:19:15Z,98,react-starter-kit
155.28,kriasoft/react-starter-kit,2016-07-04T09:42:03Z,2016-07-10T21:03:09Z,723,react-starter-kit
45.12,kriasoft/react-starter-kit,2017-05-29T07:55:32Z,2017-05-31T05:07:36Z,1286,react-starter-kit
40.56,kriasoft/react-starter-kit,2017-03-16T18:32:48Z,2017-03-18T11:11:49Z,1178,react-starter-kit
12815.04,mailboxer/mailboxer,2012-02-29T16:24:49Z,2013-08-16T15:20:24Z,27,mailboxer
437.04,patchthecode/JTAppleCalendar,2017-01-02T11:06:47Z,2017-01-20T16:05:49Z,252,JTAppleCalendar
5.28,patchthecode/JTAppleCalendar,2017-10-16T10:02:51Z,2017-10-16T15:20:11Z,588,JTAppleCalendar
386.88,patchthecode/JTAppleCalendar,2017-06-05T15:31:45Z,2017-06-21T18:31:14Z,438,JTAppleCalendar
5697.6,patchthecode/JTAppleCalendar,2016-04-07T16:51:46Z,2016-12-01T02:24:07Z,2,JTAppleCalendar
5878.799999999999,patchthecode/JTAppleCalendar,2016-12-01T02:23:21Z,2017-08-03T01:04:50Z,216,JTAppleCalendar
1013.52,patchthecode/JTAppleCalendar,2018-01-21T19:01:54Z,2018-03-05T00:28:54Z,687,JTAppleCalendar
24.72,patchthecode/JTAppleCalendar,2017-07-31T08:45:08Z,2017-08-01T09:27:07Z,511,JTAppleCalendar
917.52,patchthecode/JTAppleCalendar,2017-06-13T22:17:58Z,2017-07-22T03:56:05Z,454,JTAppleCalendar
89.52,patchthecode/JTAppleCalendar,2017-07-24T06:40:11Z,2017-07-28T00:08:20Z,496,JTAppleCalendar
10193.039999999999,patchthecode/JTAppleCalendar,2017-09-09T22:30:40Z,2018-11-08T15:31:33Z,557,JTAppleCalendar
13590.0,patchthecode/JTAppleCalendar,2017-08-03T01:00:09Z,2019-02-20T06:58:49Z,517,JTAppleCalendar
196.07999999999998,patchthecode/JTAppleCalendar,2019-07-18T11:03:02Z,2019-07-26T15:10:16Z,1094,JTAppleCalendar
0.96,patchthecode/JTAppleCalendar,2016-10-26T20:05:28Z,2016-10-26T20:58:03Z,177,JTAppleCalendar
12896.400000000001,patchthecode/JTAppleCalendar,2017-11-18T04:22:12Z,2019-05-09T12:44:11Z,629,JTAppleCalendar
0.0,patchthecode/JTAppleCalendar,2017-10-06T15:11:07Z,2017-10-06T15:11:20Z,581,JTAppleCalendar
90.72,patchthecode/JTAppleCalendar,2017-05-05T19:43:20Z,2017-05-09T14:22:40Z,408,JTAppleCalendar
1139.04,patchthecode/JTAppleCalendar,2017-09-06T04:53:17Z,2017-10-23T15:50:35Z,553,JTAppleCalendar
5625.6,patchthecode/JTAppleCalendar,2018-07-21T10:21:37Z,2019-03-12T20:02:27Z,836,JTAppleCalendar
0.24,patchthecode/JTAppleCalendar,2016-10-28T19:30:35Z,2016-10-28T19:47:50Z,182,JTAppleCalendar
158.16,patchthecode/JTAppleCalendar,2017-04-12T00:15:33Z,2017-04-18T14:18:45Z,377,JTAppleCalendar
0.72,patchthecode/JTAppleCalendar,2017-12-29T17:37:18Z,2017-12-29T18:22:30Z,667,JTAppleCalendar
5543.04,patchthecode/JTAppleCalendar,2016-06-03T17:06:53Z,2017-01-20T16:06:37Z,38,JTAppleCalendar
140.16,patchthecode/JTAppleCalendar,2017-06-08T09:11:43Z,2017-06-14T05:27:16Z,441,JTAppleCalendar
139.44,patchthecode/JTAppleCalendar,2017-07-28T13:14:48Z,2017-08-03T08:46:09Z,505,JTAppleCalendar
562.08,patchthecode/JTAppleCalendar,2017-08-25T16:17:59Z,2017-09-18T02:23:48Z,542,JTAppleCalendar
265.44,patchthecode/JTAppleCalendar,2016-04-30T19:36:22Z,2016-05-11T21:09:33Z,12,JTAppleCalendar
7.92,patchthecode/JTAppleCalendar,2017-11-16T20:54:00Z,2017-11-17T04:44:05Z,626,JTAppleCalendar
179.28,patchthecode/JTAppleCalendar,2016-11-23T21:52:42Z,2016-12-01T09:14:55Z,207,JTAppleCalendar
173.28,patchthecode/JTAppleCalendar,2018-05-31T06:39:04Z,2018-06-07T11:50:02Z,792,JTAppleCalendar
7.68,patchthecode/JTAppleCalendar,2017-11-30T10:42:59Z,2017-11-30T18:24:34Z,642,JTAppleCalendar
35.28,patchthecode/JTAppleCalendar,2017-12-18T06:48:33Z,2017-12-19T18:07:54Z,661,JTAppleCalendar
492.72,patchthecode/JTAppleCalendar,2019-06-18T14:04:20Z,2019-07-09T02:45:13Z,1068,JTAppleCalendar
0.24,patchthecode/JTAppleCalendar,2016-08-16T07:02:12Z,2016-08-16T07:16:08Z,112,JTAppleCalendar
2981.04,patchthecode/JTAppleCalendar,2016-12-08T13:10:55Z,2017-04-11T18:18:59Z,221,JTAppleCalendar
159.12,patchthecode/JTAppleCalendar,2019-04-04T15:54:22Z,2019-04-11T06:55:43Z,1030,JTAppleCalendar
18.48,patchthecode/JTAppleCalendar,2017-05-19T10:21:44Z,2017-05-20T04:47:32Z,423,JTAppleCalendar
48.0,patchthecode/JTAppleCalendar,2018-04-26T14:44:13Z,2018-04-28T14:38:41Z,767,JTAppleCalendar
3454.56,patchthecode/JTAppleCalendar,2017-04-25T17:25:43Z,2017-09-16T16:03:59Z,391,JTAppleCalendar
146.64000000000001,patchthecode/JTAppleCalendar,2017-05-26T13:13:13Z,2017-06-01T15:51:21Z,431,JTAppleCalendar
384.72,patchthecode/JTAppleCalendar,2016-12-23T16:33:47Z,2017-01-08T17:21:26Z,244,JTAppleCalendar
1.44,patchthecode/JTAppleCalendar,2016-11-11T15:45:03Z,2016-11-11T17:07:19Z,195,JTAppleCalendar
1191.3600000000001,patchthecode/JTAppleCalendar,2017-02-07T13:01:51Z,2017-03-29T04:19:43Z,296,JTAppleCalendar
925.44,shuup/shuup,2016-07-16T11:23:10Z,2016-08-24T00:52:24Z,621,shuup
30.48,shuup/shuup,2019-02-19T09:15:23Z,2019-02-20T15:43:48Z,1755,shuup
699.5999999999999,shuup/shuup,2018-12-04T14:27:29Z,2019-01-02T18:02:26Z,1662,shuup
18479.760000000002,shuup/shuup,2015-08-19T08:55:32Z,2017-09-27T08:42:17Z,74,shuup
841.6800000000001,shuup/shuup,2018-11-28T16:28:33Z,2019-01-02T18:02:41Z,1655,shuup
2037.84,shuup/shuup,2017-09-28T08:17:18Z,2017-12-22T06:02:59Z,1152,shuup
17385.36,shuup/shuup,2015-10-03T23:25:56Z,2017-09-27T08:42:17Z,204,shuup
793.44,shuup/shuup,2019-02-04T17:43:20Z,2019-03-09T19:11:22Z,1730,shuup
