issuenumber,resolution_time,room,configuration
1820,8,webdriver,Gitter
1835,10,webdriver,Gitter
1841,13842,webdriver,Gitter
1842,196,webdriver,Gitter
1849,0,webdriver,Gitter
1870,1,webdriver,Gitter
1879,6833,webdriver,Gitter
1886,442,webdriver,Gitter
1896,22,webdriver,Gitter
1912,0,webdriver,Gitter
1913,0,webdriver,Gitter
1921,4245,webdriver,Gitter
1922,9515,webdriver,Gitter
1928,7,webdriver,Gitter
1937,5,webdriver,Gitter
1955,67,webdriver,Gitter
1958,506,webdriver,Gitter
1962,7986,webdriver,Gitter
1978,191,webdriver,Gitter
1992,0,webdriver,Gitter
2027,1,webdriver,Gitter
2038,11511,webdriver,Gitter
2042,1,webdriver,Gitter
2047,0,webdriver,Gitter
2048,11436,webdriver,Gitter
2052,18771,webdriver,Gitter
2066,1,webdriver,Gitter
2067,1,webdriver,Gitter
2076,2,webdriver,Gitter
2082,0,webdriver,Gitter
2114,1,webdriver,Gitter
2124,0,webdriver,Gitter
2128,1805,webdriver,Gitter
2140,0,webdriver,Gitter
2150,10390,webdriver,Gitter
2155,0,webdriver,Gitter
2158,1,webdriver,Gitter
2159,11788,webdriver,Gitter
2167,10033,webdriver,Gitter
2173,44,webdriver,Gitter
2175,21,webdriver,Gitter
2182,0,webdriver,Gitter
2185,9911,webdriver,Gitter
2190,1,webdriver,Gitter
2201,0,webdriver,Gitter
2206,6,webdriver,Gitter
2208,6315,webdriver,Gitter
2212,0,webdriver,Gitter
2226,9237,webdriver,Gitter
2234,1,webdriver,Gitter
2239,18,webdriver,Gitter
2240,0,webdriver,Gitter
2241,19,webdriver,Gitter
2252,4,webdriver,Gitter
2262,7,webdriver,Gitter
2265,0,webdriver,Gitter
2275,25,webdriver,Gitter
2293,1319,webdriver,Gitter
2298,0,webdriver,Gitter
2299,0,webdriver,Gitter
2311,66,webdriver,Gitter
2314,1,webdriver,Gitter
2320,12200,webdriver,Gitter
2357,11680,webdriver,Gitter
2370,364,webdriver,Gitter
2387,1,webdriver,Gitter
2392,2,webdriver,Gitter
2397,50,webdriver,Gitter
2401,3,webdriver,Gitter
2403,7605,webdriver,Gitter
2406,12307,webdriver,Gitter
2413,19,webdriver,Gitter
2415,2350,webdriver,Gitter
2421,6914,webdriver,Gitter
2432,62,webdriver,Gitter
2450,79,webdriver,Gitter
2456,6647,webdriver,Gitter
2458,9,webdriver,Gitter
2468,0,webdriver,Gitter
2470,0,webdriver,Gitter
2478,1,webdriver,Gitter
2482,0,webdriver,Gitter
2483,27,webdriver,Gitter
2484,10691,webdriver,Gitter
2487,8,webdriver,Gitter
2494,916,webdriver,Gitter
2495,18,webdriver,Gitter
2502,9728,webdriver,Gitter
2506,6214,webdriver,Gitter
2508,6128,webdriver,Gitter
2510,7750,webdriver,Gitter
2521,501,webdriver,Gitter
2528,1,webdriver,Gitter
2529,9390,webdriver,Gitter
2531,213,webdriver,Gitter
2545,16,webdriver,Gitter
2551,6911,webdriver,Gitter
2554,5250,webdriver,Gitter
2567,1,webdriver,Gitter
2571,5063,webdriver,Gitter
2582,2,webdriver,Gitter
2592,0,webdriver,Gitter
2596,6245,webdriver,Gitter
2624,3002,webdriver,Gitter
2631,10,webdriver,Gitter
2632,0,webdriver,Gitter
2657,582,webdriver,Gitter
2667,1,webdriver,Gitter
2672,7537,webdriver,Gitter
2680,3,webdriver,Gitter
2690,4853,webdriver,Gitter
2700,1,webdriver,Gitter
2718,329,webdriver,Gitter
2722,0,webdriver,Gitter
2728,34,webdriver,Gitter
2745,2337,webdriver,Gitter
2753,3815,webdriver,Gitter
2767,2461,webdriver,Gitter
2780,3158,webdriver,Gitter
2782,15,webdriver,Gitter
2791,4,webdriver,Gitter
2825,7128,webdriver,Gitter
2832,0,webdriver,Gitter
2833,237,webdriver,Gitter
2858,4476,webdriver,Gitter
2872,5819,webdriver,Gitter
2942,1,webdriver,Gitter
2962,3821,webdriver,Gitter
2964,2,webdriver,Gitter
2979,2,webdriver,Gitter
2987,1,webdriver,Gitter
2994,2,webdriver,Gitter
3005,171,webdriver,Gitter
3034,2,webdriver,Gitter
3041,0,webdriver,Gitter
3046,48,webdriver,Gitter
3069,264,webdriver,Gitter
3075,185,webdriver,Gitter
3084,7422,webdriver,Gitter
3100,2,webdriver,Gitter
3147,NA,webdriver,Gitter
3170,13,webdriver,Gitter
3177,72,webdriver,Gitter
3182,218,webdriver,Gitter
3187,29,webdriver,Gitter
3191,463,webdriver,Gitter
3196,0,webdriver,Gitter
3209,275,webdriver,Gitter
3213,71,webdriver,Gitter
3223,8,webdriver,Gitter
3224,25,webdriver,Gitter
3228,6,webdriver,Gitter
3234,1,webdriver,Gitter
3265,0,webdriver,Gitter
3270,0,webdriver,Gitter
3282,47,webdriver,Gitter
3297,1340,webdriver,Gitter
3309,5,webdriver,Gitter
3316,10,webdriver,Gitter
3324,435,webdriver,Gitter
3342,3,webdriver,Gitter
3366,0,webdriver,Gitter
3372,1,webdriver,Gitter
3373,81,webdriver,Gitter
3387,6179,webdriver,Gitter
3388,NA,webdriver,Gitter
3390,NA,webdriver,Gitter
3399,0,webdriver,Gitter
3405,8,webdriver,Gitter
3412,1,webdriver,Gitter
3431,231,webdriver,Gitter
3460,556,webdriver,Gitter
3476,9,webdriver,Gitter
3498,572,webdriver,Gitter
3517,2453,webdriver,Gitter
3534,262,webdriver,Gitter
3553,13,webdriver,Gitter
3561,129,webdriver,Gitter
3604,2350,webdriver,Gitter
3605,150,webdriver,Gitter
3613,52,webdriver,Gitter
3639,22,webdriver,Gitter
3648,171,webdriver,Gitter
3670,7,webdriver,Gitter
3671,152,webdriver,Gitter
3689,1,webdriver,Gitter
3693,512,webdriver,Gitter
3729,3,webdriver,Gitter
3734,NA,webdriver,Gitter
3755,0,webdriver,Gitter
3775,649,webdriver,Gitter
3826,1003,webdriver,Gitter
3831,0,webdriver,Gitter
3839,3350,webdriver,Gitter
3855,98,webdriver,Gitter
3869,748,webdriver,Gitter
3877,2087,webdriver,Gitter
3880,314,webdriver,Gitter
3889,82,webdriver,Gitter
3925,411,webdriver,Gitter
3935,1,webdriver,Gitter
4008,2341,webdriver,Gitter
4019,NA,webdriver,Gitter
4051,19,webdriver,Gitter
4058,1131,webdriver,Gitter
4061,2,webdriver,Gitter
4068,1,webdriver,Gitter
4073,5,webdriver,Gitter
4085,1834,webdriver,Gitter
4090,114,webdriver,Gitter
4093,0,webdriver,Gitter
4098,1138,webdriver,Gitter
4129,3157,webdriver,Gitter
4134,NA,webdriver,Gitter
4137,NA,webdriver,Gitter
4143,75,webdriver,Gitter
4175,9,webdriver,Gitter
4195,0,webdriver,Gitter
4206,462,webdriver,Gitter
4207,378,webdriver,Gitter
4273,0,webdriver,Gitter
4278,82,webdriver,Gitter
4289,1684,webdriver,Gitter
4322,154,webdriver,Gitter
4364,28,webdriver,Gitter
4368,116,webdriver,Gitter
4396,875,webdriver,Gitter
4399,NA,webdriver,Gitter
4426,341,webdriver,Gitter
4433,550,webdriver,Gitter
4440,NA,webdriver,Gitter
4502,NA,webdriver,Gitter
4518,73,webdriver,Gitter
4526,1,webdriver,Gitter
4538,17,webdriver,Gitter
4539,10,webdriver,Gitter
4562,94,webdriver,Gitter
4563,23,webdriver,Gitter
4601,26,webdriver,Gitter
4632,1,webdriver,Gitter
4635,NA,webdriver,Gitter
4674,159,webdriver,Gitter
4693,2,webdriver,Gitter
194,24624,zipkin,Gitter
324,NA,zipkin,Gitter
462,8,zipkin,Gitter
463,431,zipkin,Gitter
466,NA,zipkin,Gitter
486,5731,zipkin,Gitter
492,44,zipkin,Gitter
493,21,zipkin,Gitter
511,41,zipkin,Gitter
515,3328,zipkin,Gitter
566,80,zipkin,Gitter
579,5229,zipkin,Gitter
644,22,zipkin,Gitter
655,322,zipkin,Gitter
656,4922,zipkin,Gitter
659,860,zipkin,Gitter
682,4727,zipkin,Gitter
687,2440,zipkin,Gitter
699,9,zipkin,Gitter
706,4422,zipkin,Gitter
708,2172,zipkin,Gitter
718,NA,zipkin,Gitter
723,4222,zipkin,Gitter
727,31257,zipkin,Gitter
747,NA,zipkin,Gitter
748,7,zipkin,Gitter
752,24,zipkin,Gitter
760,3257,zipkin,Gitter
762,3882,zipkin,Gitter
777,322,zipkin,Gitter
780,NA,zipkin,Gitter
781,119,zipkin,Gitter
782,26432,zipkin,Gitter
785,3537,zipkin,Gitter
786,2362,zipkin,Gitter
808,182,zipkin,Gitter
816,107,zipkin,Gitter
826,34,zipkin,Gitter
833,3052,zipkin,Gitter
842,3012,zipkin,Gitter
846,1425,zipkin,Gitter
857,9,zipkin,Gitter
864,NA,zipkin,Gitter
867,683,zipkin,Gitter
885,152,zipkin,Gitter
906,888,zipkin,Gitter
907,26,zipkin,Gitter
914,NA,zipkin,Gitter
917,NA,zipkin,Gitter
928,1147,zipkin,Gitter
929,89,zipkin,Gitter
930,195,zipkin,Gitter
931,1129,zipkin,Gitter
933,115,zipkin,Gitter
935,NA,zipkin,Gitter
939,NA,zipkin,Gitter
940,NA,zipkin,Gitter
945,149,zipkin,Gitter
952,853,zipkin,Gitter
953,12,zipkin,Gitter
960,829,zipkin,Gitter
963,15473,zipkin,Gitter
979,379,zipkin,Gitter
987,NA,zipkin,Gitter
988,12,zipkin,Gitter
989,16444,zipkin,Gitter
1007,793,zipkin,Gitter
1009,NA,zipkin,Gitter
1046,4833,zipkin,Gitter
1060,1679,zipkin,Gitter
1061,7,zipkin,Gitter
1068,11,zipkin,Gitter
1071,1368,zipkin,Gitter
1072,6746,zipkin,Gitter
1073,39,zipkin,Gitter
1078,17587,zipkin,Gitter
1079,1520,zipkin,Gitter
1085,237,zipkin,Gitter
1092,45,zipkin,Gitter
1093,NA,zipkin,Gitter
1105,1,zipkin,Gitter
1119,213,zipkin,Gitter
1126,7,zipkin,Gitter
1132,18,zipkin,Gitter
1133,NA,zipkin,Gitter
1134,66,zipkin,Gitter
1141,79,zipkin,Gitter
1148,NA,zipkin,Gitter
1159,NA,zipkin,Gitter
1181,NA,zipkin,Gitter
1189,NA,zipkin,Gitter
1192,6076,zipkin,Gitter
1194,NA,zipkin,Gitter
1216,NA,zipkin,Gitter
1218,23553,zipkin,Gitter
1223,15992,zipkin,Gitter
1229,7634,zipkin,Gitter
1232,NA,zipkin,Gitter
1237,NA,zipkin,Gitter
1243,8091,zipkin,Gitter
1254,16,zipkin,Gitter
1255,NA,zipkin,Gitter
1256,2358,zipkin,Gitter
1262,359,zipkin,Gitter
1265,387,zipkin,Gitter
1276,NA,zipkin,Gitter
1317,46,zipkin,Gitter
1318,1152,zipkin,Gitter
1327,678,zipkin,Gitter
1330,NA,zipkin,Gitter
1332,NA,zipkin,Gitter
1352,442,zipkin,Gitter
1354,NA,zipkin,Gitter
1355,NA,zipkin,Gitter
1356,NA,zipkin,Gitter
1360,197,zipkin,Gitter
1366,7,zipkin,Gitter
1375,NA,zipkin,Gitter
1379,56,zipkin,Gitter
1387,27,zipkin,Gitter
1405,4353,zipkin,Gitter
1416,1851,zipkin,Gitter
1417,NA,zipkin,Gitter
1431,1315,zipkin,Gitter
1479,NA,zipkin,Gitter
1480,NA,zipkin,Gitter
1484,NA,zipkin,Gitter
1488,250,zipkin,Gitter
1492,NA,zipkin,Gitter
1499,NA,zipkin,Gitter
1501,NA,zipkin,Gitter
1502,NA,zipkin,Gitter
1505,3655,zipkin,Gitter
1511,1367,zipkin,Gitter
1516,NA,zipkin,Gitter
1518,4820,zipkin,Gitter
1523,NA,zipkin,Gitter
1526,1182,zipkin,Gitter
1528,2997,zipkin,Gitter
1544,628,zipkin,Gitter
1546,NA,zipkin,Gitter
1570,NA,zipkin,Gitter
1575,1592,zipkin,Gitter
1577,NA,zipkin,Gitter
1584,12825,zipkin,Gitter
1585,NA,zipkin,Gitter
1587,NA,zipkin,Gitter
1602,12261,zipkin,Gitter
1608,164,zipkin,Gitter
1611,18937,zipkin,Gitter
1614,2566,zipkin,Gitter
1619,NA,zipkin,Gitter
1623,56,zipkin,Gitter
1643,NA,zipkin,Gitter
1644,11430,zipkin,Gitter
1646,NA,zipkin,Gitter
1654,315,zipkin,Gitter
1657,NA,zipkin,Gitter
1676,129,zipkin,Gitter
1679,NA,zipkin,Gitter
1695,10348,zipkin,Gitter
1701,NA,zipkin,Gitter
1731,3918,zipkin,Gitter
1760,84,zipkin,Gitter
1774,NA,zipkin,Gitter
1778,13199,zipkin,Gitter
1779,NA,zipkin,Gitter
1790,0,zipkin,Gitter
1794,12645,zipkin,Gitter
1799,12447,zipkin,Gitter
1811,30,zipkin,Gitter
1817,NA,zipkin,Gitter
1819,22,zipkin,Gitter
1833,7744,zipkin,Gitter
1859,NA,zipkin,Gitter
1861,5397,zipkin,Gitter
1869,NA,zipkin,Gitter
1870,NA,zipkin,Gitter
1874,1098,zipkin,Gitter
1879,24,zipkin,Gitter
1901,462,zipkin,Gitter
1911,10391,zipkin,Gitter
1925,164,zipkin,Gitter
1926,NA,zipkin,Gitter
1928,NA,zipkin,Gitter
1931,72,zipkin,Gitter
1942,412,zipkin,Gitter
1959,NA,zipkin,Gitter
1960,NA,zipkin,Gitter
1962,25,zipkin,Gitter
1977,3743,zipkin,Gitter
2006,33,zipkin,Gitter
2019,2371,zipkin,Gitter
2020,4034,zipkin,Gitter
2023,NA,zipkin,Gitter
2029,2,zipkin,Gitter
2047,1533,zipkin,Gitter
2093,3190,zipkin,Gitter
2107,NA,zipkin,Gitter
2145,11,zipkin,Gitter
2149,7,zipkin,Gitter
2167,NA,zipkin,Gitter
2175,NA,zipkin,Gitter
2186,0,zipkin,Gitter
2230,NA,zipkin,Gitter
2236,3917,zipkin,Gitter
2274,NA,zipkin,Gitter
2342,776,zipkin,Gitter
2343,23,zipkin,Gitter
2356,669,zipkin,Gitter
2369,NA,zipkin,Gitter
2388,136,zipkin,Gitter
2491,NA,zipkin,Gitter
2496,NA,zipkin,Gitter
2498,NA,zipkin,Gitter
2614,118,zipkin,Gitter
2622,NA,zipkin,Gitter
2680,NA,zipkin,Gitter
2768,0,zipkin,Gitter
2774,15,zipkin,Gitter
2785,NA,zipkin,Gitter
2797,17,zipkin,Gitter
2805,7,zipkin,Gitter
2823,17,zipkin,Gitter
