resolution_time,name,configuration
1487,angular,Gitter
376,angular,Gitter
0,angular,Gitter
2066,angular,Gitter
NA,angular,Gitter
1806,angular,Gitter
1533,angular,Gitter
236,angular,Gitter
198,angular,Gitter
152,angular,Gitter
2013,angular,Gitter
NA,angular,Gitter
23,angular,Gitter
4825,angular,Gitter
413,angular,Gitter
51,angular,Gitter
100,angular,Gitter
2321,angular,Gitter
1470,angular,Gitter
NA,angular,Gitter
2406,angular,Gitter
1274,angular,Gitter
NA,angular,Gitter
67,angular,Gitter
NA,angular,Gitter
6895,angular,Gitter
1508,angular,Gitter
2882,angular,Gitter
60,angular,Gitter
NA,angular,Gitter
136,angular,Gitter
5556,angular,Gitter
60,angular,Gitter
59,angular,Gitter
413,angular,Gitter
3842,angular,Gitter
2882,angular,Gitter
3842,angular,Gitter
4975,angular,Gitter
NA,angular,Gitter
2882,angular,Gitter
1487,angular,Gitter
385,angular,Gitter
0,angular,Gitter
29,angular,Gitter
5260,angular,Gitter
28,angular,Gitter
1470,angular,Gitter
14129,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1487,angular,Gitter
2882,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
7518,angular,Gitter
NA,angular,Gitter
215,angular,Gitter
215,angular,Gitter
6,angular,Gitter
663,angular,Gitter
15844,angular,Gitter
15844,angular,Gitter
57,angular,Gitter
1,angular,Gitter
242,angular,Gitter
2882,angular,Gitter
23,angular,Gitter
NA,angular,Gitter
1487,angular,Gitter
12793,angular,Gitter
10402,angular,Gitter
3715,angular,Gitter
2882,angular,Gitter
0,angular,Gitter
20289,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
2882,angular,Gitter
2882,angular,Gitter
215,angular,Gitter
4366,angular,Gitter
107,angular,Gitter
360,angular,Gitter
54,angular,Gitter
2,angular,Gitter
28833,angular,Gitter
4178,angular,Gitter
107,angular,Gitter
3,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
454,angular,Gitter
215,angular,Gitter
3,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1077,angular,Gitter
NA,angular,Gitter
2176,angular,Gitter
19525,angular,Gitter
84,angular,Gitter
7830,angular,Gitter
17313,angular,Gitter
86,angular,Gitter
350,angular,Gitter
6895,angular,Gitter
512,angular,Gitter
0,angular,Gitter
6895,angular,Gitter
285,angular,Gitter
1487,angular,Gitter
1,angular,Gitter
1358,angular,Gitter
171,angular,Gitter
215,angular,Gitter
1358,angular,Gitter
NA,angular,Gitter
14,angular,Gitter
1822,angular,Gitter
3696,angular,Gitter
12,angular,Gitter
1,angular,Gitter
115,angular,Gitter
13,angular,Gitter
2292,angular,Gitter
28,angular,Gitter
925,angular,Gitter
6023,angular,Gitter
NA,angular,Gitter
942,angular,Gitter
905,angular,Gitter
NA,angular,Gitter
22,angular,Gitter
9911,angular,Gitter
9911,angular,Gitter
925,angular,Gitter
3168,angular,Gitter
147,angular,Gitter
202,angular,Gitter
NA,angular,Gitter
120,angular,Gitter
120,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
147,angular,Gitter
263,angular,Gitter
10684,angular,Gitter
2882,angular,Gitter
100,angular,Gitter
512,angular,Gitter
43,angular,Gitter
NA,angular,Gitter
242,angular,Gitter
0,angular,Gitter
102,angular,Gitter
NA,angular,Gitter
368,angular,Gitter
2882,angular,Gitter
652,angular,Gitter
925,angular,Gitter
NA,angular,Gitter
198,angular,Gitter
954,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3513,angular,Gitter
4608,angular,Gitter
4,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3513,angular,Gitter
507,angular,Gitter
370,angular,Gitter
1973,angular,Gitter
18,angular,Gitter
1487,angular,Gitter
7,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
853,angular,Gitter
454,angular,Gitter
2435,angular,Gitter
3169,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
13659,angular,Gitter
6,angular,Gitter
NA,angular,Gitter
100,angular,Gitter
43,angular,Gitter
139,angular,Gitter
11,angular,Gitter
18,angular,Gitter
447,angular,Gitter
663,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
507,angular,Gitter
NA,angular,Gitter
512,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
6,angular,Gitter
447,angular,Gitter
6,angular,Gitter
2882,angular,Gitter
6,angular,Gitter
32,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
16636,angular,Gitter
NA,angular,Gitter
6895,angular,Gitter
515,angular,Gitter
NA,angular,Gitter
1487,angular,Gitter
46,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
23,angular,Gitter
1487,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1487,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
12801,angular,Gitter
12801,angular,Gitter
1,angular,Gitter
1168,angular,Gitter
123,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
21654,angular,Gitter
NA,angular,Gitter
1487,angular,Gitter
147,angular,Gitter
905,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
123,angular,Gitter
6,angular,Gitter
170,angular,Gitter
11,angular,Gitter
1476,angular,Gitter
1168,angular,Gitter
6895,angular,Gitter
98,angular,Gitter
529,angular,Gitter
8935,angular,Gitter
16636,angular,Gitter
288,angular,Gitter
NA,angular,Gitter
158,angular,Gitter
10466,angular,Gitter
459,angular,Gitter
NA,angular,Gitter
3077,angular,Gitter
2,angular,Gitter
905,angular,Gitter
248,angular,Gitter
33,angular,Gitter
13253,angular,Gitter
2025,angular,Gitter
233,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3,angular,Gitter
0,angular,Gitter
5,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
51,angular,Gitter
2807,angular,Gitter
70,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
7083,angular,Gitter
7083,angular,Gitter
5675,angular,Gitter
0,angular,Gitter
248,angular,Gitter
NA,angular,Gitter
154,angular,Gitter
4,angular,Gitter
5675,angular,Gitter
1,angular,Gitter
2176,angular,Gitter
NA,angular,Gitter
410,angular,Gitter
1168,angular,Gitter
220,angular,Gitter
12793,angular,Gitter
24483,angular,Gitter
71,angular,Gitter
71,angular,Gitter
NA,angular,Gitter
71,angular,Gitter
6434,angular,Gitter
29704,angular,Gitter
43,angular,Gitter
NA,angular,Gitter
12,angular,Gitter
NA,angular,Gitter
1909,angular,Gitter
32,angular,Gitter
NA,angular,Gitter
5823,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
205,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
12,angular,Gitter
1742,angular,Gitter
17313,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
6229,angular,Gitter
NA,angular,Gitter
11,angular,Gitter
11759,angular,Gitter
6783,angular,Gitter
15844,angular,Gitter
1168,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
6361,angular,Gitter
182,angular,Gitter
7582,angular,Gitter
20289,angular,Gitter
NA,angular,Gitter
38,angular,Gitter
103,angular,Gitter
16,angular,Gitter
0,angular,Gitter
4610,angular,Gitter
103,angular,Gitter
16,angular,Gitter
5,angular,Gitter
3670,angular,Gitter
889,angular,Gitter
889,angular,Gitter
20880,angular,Gitter
6,angular,Gitter
3729,angular,Gitter
39,angular,Gitter
39,angular,Gitter
29704,angular,Gitter
9,angular,Gitter
NA,angular,Gitter
889,angular,Gitter
889,angular,Gitter
NA,angular,Gitter
611,angular,Gitter
4989,angular,Gitter
12900,angular,Gitter
6505,angular,Gitter
2628,angular,Gitter
1972,angular,Gitter
12276,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
2628,angular,Gitter
16,angular,Gitter
889,angular,Gitter
1515,angular,Gitter
311,angular,Gitter
18,angular,Gitter
289,angular,Gitter
4829,angular,Gitter
1515,angular,Gitter
442,angular,Gitter
1324,angular,Gitter
359,angular,Gitter
NA,angular,Gitter
1515,angular,Gitter
NA,angular,Gitter
5511,angular,Gitter
241,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
251,angular,Gitter
NA,angular,Gitter
46,angular,Gitter
11,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
NA,angular,Gitter
4975,angular,Gitter
367,angular,Gitter
889,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
5889,angular,Gitter
4975,angular,Gitter
NA,angular,Gitter
1759,angular,Gitter
4829,angular,Gitter
17581,angular,Gitter
36,angular,Gitter
5674,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
38,angular,Gitter
10046,angular,Gitter
95,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
18449,angular,Gitter
1515,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
6490,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1429,angular,Gitter
NA,angular,Gitter
6927,angular,Gitter
6316,angular,Gitter
16,angular,Gitter
12276,angular,Gitter
12276,angular,Gitter
12276,angular,Gitter
533,angular,Gitter
0,angular,Gitter
4,angular,Gitter
29704,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
14,angular,Gitter
14,angular,Gitter
NA,angular,Gitter
1672,angular,Gitter
4672,angular,Gitter
14,angular,Gitter
14,angular,Gitter
14,angular,Gitter
290,angular,Gitter
290,angular,Gitter
290,angular,Gitter
3580,angular,Gitter
NA,angular,Gitter
15421,angular,Gitter
227,angular,Gitter
NA,angular,Gitter
29704,angular,Gitter
3670,angular,Gitter
784,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1815,angular,Gitter
3670,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
17275,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
6841,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
1,angular,Gitter
14883,angular,Gitter
0,angular,Gitter
1,angular,Gitter
8,angular,Gitter
770,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
4975,angular,Gitter
NA,angular,Gitter
6750,angular,Gitter
7993,angular,Gitter
19525,angular,Gitter
3123,angular,Gitter
11234,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
676,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
331,angular,Gitter
1061,angular,Gitter
8,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
4981,angular,Gitter
NA,angular,Gitter
4035,angular,Gitter
177,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
218,angular,Gitter
6,angular,Gitter
6,angular,Gitter
3670,angular,Gitter
52,angular,Gitter
7518,angular,Gitter
7089,angular,Gitter
35,angular,Gitter
7142,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
23348,angular,Gitter
NA,angular,Gitter
9,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
227,angular,Gitter
63,angular,Gitter
3670,angular,Gitter
2,angular,Gitter
6799,angular,Gitter
11,angular,Gitter
2295,angular,Gitter
2295,angular,Gitter
2295,angular,Gitter
21,angular,Gitter
45,angular,Gitter
63,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
118,angular,Gitter
NA,angular,Gitter
118,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
668,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
7516,angular,Gitter
7516,angular,Gitter
18048,angular,Gitter
9529,angular,Gitter
NA,angular,Gitter
86,angular,Gitter
55,angular,Gitter
55,angular,Gitter
86,angular,Gitter
86,angular,Gitter
1798,angular,Gitter
55,angular,Gitter
1,angular,Gitter
8,angular,Gitter
77,angular,Gitter
77,angular,Gitter
77,angular,Gitter
3843,angular,Gitter
5869,angular,Gitter
NA,angular,Gitter
55,angular,Gitter
25,angular,Gitter
NA,angular,Gitter
4672,angular,Gitter
4,angular,Gitter
221,angular,Gitter
77,angular,Gitter
2537,angular,Gitter
7170,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
9,angular,Gitter
8,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
10988,angular,Gitter
61,angular,Gitter
8,angular,Gitter
NA,angular,Gitter
1515,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
5547,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1594,angular,Gitter
65,angular,Gitter
NA,angular,Gitter
840,angular,Gitter
7565,angular,Gitter
NA,angular,Gitter
784,angular,Gitter
1537,angular,Gitter
23,angular,Gitter
3670,angular,Gitter
6092,angular,Gitter
25,angular,Gitter
4608,angular,Gitter
982,angular,Gitter
982,angular,Gitter
NA,angular,Gitter
1394,angular,Gitter
840,angular,Gitter
NA,angular,Gitter
9,angular,Gitter
6927,angular,Gitter
6316,angular,Gitter
NA,angular,Gitter
19525,angular,Gitter
NA,angular,Gitter
840,angular,Gitter
NA,angular,Gitter
13388,angular,Gitter
13388,angular,Gitter
NA,angular,Gitter
1163,angular,Gitter
NA,angular,Gitter
30,angular,Gitter
86,angular,Gitter
NA,angular,Gitter
11,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
7170,angular,Gitter
612,angular,Gitter
15964,angular,Gitter
925,angular,Gitter
2,angular,Gitter
503,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
15844,angular,Gitter
23402,angular,Gitter
22,angular,Gitter
458,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
36,angular,Gitter
36,angular,Gitter
2456,angular,Gitter
36,angular,Gitter
NA,angular,Gitter
241,angular,Gitter
12793,angular,Gitter
0,angular,Gitter
1248,angular,Gitter
4672,angular,Gitter
491,angular,Gitter
NA,angular,Gitter
2875,angular,Gitter
431,angular,Gitter
6692,angular,Gitter
1013,angular,Gitter
NA,angular,Gitter
160,angular,Gitter
82,angular,Gitter
29,angular,Gitter
NA,angular,Gitter
5308,angular,Gitter
NA,angular,Gitter
612,angular,Gitter
7,angular,Gitter
840,angular,Gitter
195,angular,Gitter
11897,angular,Gitter
NA,angular,Gitter
13,angular,Gitter
NA,angular,Gitter
1681,angular,Gitter
31,angular,Gitter
13,angular,Gitter
NA,angular,Gitter
295,angular,Gitter
7216,angular,Gitter
191,angular,Gitter
1,angular,Gitter
10140,angular,Gitter
5308,angular,Gitter
530,angular,Gitter
6,angular,Gitter
612,angular,Gitter
5,angular,Gitter
195,angular,Gitter
4672,angular,Gitter
1187,angular,Gitter
14,angular,Gitter
1159,angular,Gitter
1159,angular,Gitter
1159,angular,Gitter
1159,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
650,angular,Gitter
4975,angular,Gitter
10140,angular,Gitter
10140,angular,Gitter
4,angular,Gitter
4,angular,Gitter
1,angular,Gitter
31,angular,Gitter
1,angular,Gitter
4,angular,Gitter
4,angular,Gitter
191,angular,Gitter
NA,angular,Gitter
4407,angular,Gitter
1955,angular,Gitter
31,angular,Gitter
601,angular,Gitter
NA,angular,Gitter
10,angular,Gitter
NA,angular,Gitter
36,angular,Gitter
440,angular,Gitter
10784,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
825,angular,Gitter
NA,angular,Gitter
2857,angular,Gitter
1,angular,Gitter
4611,angular,Gitter
417,angular,Gitter
NA,angular,Gitter
31,angular,Gitter
1,angular,Gitter
48,angular,Gitter
717,angular,Gitter
10,angular,Gitter
39,angular,Gitter
717,angular,Gitter
NA,angular,Gitter
158,angular,Gitter
311,angular,Gitter
311,angular,Gitter
NA,angular,Gitter
440,angular,Gitter
186,angular,Gitter
5771,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
669,angular,Gitter
816,angular,Gitter
3527,angular,Gitter
3840,angular,Gitter
3840,angular,Gitter
389,angular,Gitter
669,angular,Gitter
46,angular,Gitter
3840,angular,Gitter
80,angular,Gitter
30,angular,Gitter
103,angular,Gitter
886,angular,Gitter
2098,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
612,angular,Gitter
1,angular,Gitter
1,angular,Gitter
9529,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
97,angular,Gitter
NA,angular,Gitter
131,angular,Gitter
61,angular,Gitter
14,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
8517,angular,Gitter
NA,angular,Gitter
6825,angular,Gitter
361,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
361,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1031,angular,Gitter
19525,angular,Gitter
4,angular,Gitter
10456,angular,Gitter
2,angular,Gitter
2,angular,Gitter
2,angular,Gitter
NA,angular,Gitter
1348,angular,Gitter
1362,angular,Gitter
311,angular,Gitter
NA,angular,Gitter
37,angular,Gitter
2628,angular,Gitter
NA,angular,Gitter
6,angular,Gitter
147,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
969,angular,Gitter
5078,angular,Gitter
1191,angular,Gitter
162,angular,Gitter
969,angular,Gitter
5,angular,Gitter
53,angular,Gitter
NA,angular,Gitter
20,angular,Gitter
969,angular,Gitter
298,angular,Gitter
1176,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
11,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
9275,angular,Gitter
4672,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
5,angular,Gitter
969,angular,Gitter
1647,angular,Gitter
0,angular,Gitter
969,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
4625,angular,Gitter
2866,angular,Gitter
1061,angular,Gitter
2137,angular,Gitter
170,angular,Gitter
2875,angular,Gitter
1614,angular,Gitter
2003,angular,Gitter
132,angular,Gitter
12066,angular,Gitter
4672,angular,Gitter
1,angular,Gitter
107,angular,Gitter
5,angular,Gitter
2,angular,Gitter
269,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
8404,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1656,angular,Gitter
13388,angular,Gitter
2722,angular,Gitter
2722,angular,Gitter
2722,angular,Gitter
456,angular,Gitter
NA,angular,Gitter
8682,angular,Gitter
520,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
15336,angular,Gitter
241,angular,Gitter
9,angular,Gitter
NA,angular,Gitter
1808,angular,Gitter
14057,angular,Gitter
3590,angular,Gitter
NA,angular,Gitter
14057,angular,Gitter
11,angular,Gitter
NA,angular,Gitter
1515,angular,Gitter
NA,angular,Gitter
31,angular,Gitter
12174,angular,Gitter
29,angular,Gitter
NA,angular,Gitter
2456,angular,Gitter
7489,angular,Gitter
102,angular,Gitter
46,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
13677,angular,Gitter
NA,angular,Gitter
17581,angular,Gitter
241,angular,Gitter
239,angular,Gitter
239,angular,Gitter
2628,angular,Gitter
NA,angular,Gitter
2628,angular,Gitter
38,angular,Gitter
219,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
2628,angular,Gitter
13388,angular,Gitter
220,angular,Gitter
770,angular,Gitter
1315,angular,Gitter
6783,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
5771,angular,Gitter
262,angular,Gitter
7306,angular,Gitter
29704,angular,Gitter
46,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
7449,angular,Gitter
7,angular,Gitter
1,angular,Gitter
824,angular,Gitter
2814,angular,Gitter
915,angular,Gitter
26,angular,Gitter
7449,angular,Gitter
3201,angular,Gitter
67,angular,Gitter
29704,angular,Gitter
NA,angular,Gitter
21,angular,Gitter
9411,angular,Gitter
9411,angular,Gitter
652,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
6792,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
596,angular,Gitter
13388,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1698,angular,Gitter
1698,angular,Gitter
NA,angular,Gitter
97,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3206,angular,Gitter
NA,angular,Gitter
13677,angular,Gitter
1320,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
93,angular,Gitter
NA,angular,Gitter
5771,angular,Gitter
110,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
15564,angular,Gitter
91,angular,Gitter
8058,angular,Gitter
26,angular,Gitter
746,angular,Gitter
939,angular,Gitter
6331,angular,Gitter
13677,angular,Gitter
461,angular,Gitter
13677,angular,Gitter
13677,angular,Gitter
NA,angular,Gitter
130,angular,Gitter
255,angular,Gitter
255,angular,Gitter
255,angular,Gitter
4759,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
102,angular,Gitter
18,angular,Gitter
0,angular,Gitter
521,angular,Gitter
6331,angular,Gitter
34,angular,Gitter
890,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
18345,angular,Gitter
10,angular,Gitter
1429,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
3530,angular,Gitter
1560,angular,Gitter
3,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1268,angular,Gitter
NA,angular,Gitter
939,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
10,angular,Gitter
35,angular,Gitter
NA,angular,Gitter
1348,angular,Gitter
5,angular,Gitter
174,angular,Gitter
NA,angular,Gitter
800,angular,Gitter
4,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3,angular,Gitter
204,angular,Gitter
265,angular,Gitter
0,angular,Gitter
4672,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3530,angular,Gitter
4,angular,Gitter
3282,angular,Gitter
99,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1515,angular,Gitter
NA,angular,Gitter
366,angular,Gitter
16005,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3282,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1614,angular,Gitter
29704,angular,Gitter
NA,angular,Gitter
5936,angular,Gitter
1430,angular,Gitter
0,angular,Gitter
30,angular,Gitter
179,angular,Gitter
NA,angular,Gitter
11225,angular,Gitter
NA,angular,Gitter
8,angular,Gitter
8,angular,Gitter
21,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
127,angular,Gitter
169,angular,Gitter
2555,angular,Gitter
3530,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
511,angular,Gitter
511,angular,Gitter
NA,angular,Gitter
746,angular,Gitter
NA,angular,Gitter
1315,angular,Gitter
NA,angular,Gitter
30,angular,Gitter
NA,angular,Gitter
14057,angular,Gitter
1370,angular,Gitter
NA,angular,Gitter
45,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
14057,angular,Gitter
14057,angular,Gitter
4037,angular,Gitter
14057,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
15844,angular,Gitter
14057,angular,Gitter
44,angular,Gitter
44,angular,Gitter
36,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
516,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
1681,angular,Gitter
29704,angular,Gitter
7551,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
464,angular,Gitter
283,angular,Gitter
1696,angular,Gitter
NA,angular,Gitter
684,angular,Gitter
1,angular,Gitter
NA,angular,Gitter
439,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
7,angular,Gitter
NA,angular,Gitter
18405,angular,Gitter
1,angular,Gitter
490,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
5,angular,Gitter
15740,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
117,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
12574,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1888,angular,Gitter
247,angular,Gitter
13,angular,Gitter
NA,angular,Gitter
18,angular,Gitter
0,angular,Gitter
NA,angular,Gitter
42,angular,Gitter
601,angular,Gitter
NA,angular,Gitter
11,angular,Gitter
1,angular,Gitter
2,angular,Gitter
370,angular,Gitter
91,angular,Gitter
10,angular,Gitter
28,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
72,angular,Gitter
72,angular,Gitter
NA,angular,Gitter
19,angular,Gitter
NA,angular,Gitter
17275,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
269,angular,Gitter
5,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
118,angular,Gitter
NA,angular,Gitter
118,angular,Gitter
12,angular,Gitter
5,angular,Gitter
11749,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1268,angular,Gitter
207,angular,Gitter
NA,angular,Gitter
3,angular,Gitter
3220,angular,Gitter
NA,angular,Gitter
3096,angular,Gitter
NA,angular,Gitter
3654,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
3,angular,Gitter
334,angular,Gitter
3,angular,Gitter
NA,angular,Gitter
125,angular,Gitter
NA,angular,Gitter
1151,angular,Gitter
4,angular,Gitter
1,angular,Gitter
158,angular,Gitter
6,angular,Gitter
NA,angular,Gitter
323,angular,Gitter
915,angular,Gitter
NA,angular,Gitter
29704,angular,Gitter
9509,angular,Gitter
NA,angular,Gitter
5,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
0,angular,Gitter
0,angular,Gitter
133,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
9,angular,Gitter
NA,angular,Gitter
426,angular,Gitter
3929,angular,Gitter
NA,angular,Gitter
1074,angular,Gitter
311,angular,Gitter
0,angular,Gitter
355,angular,Gitter
NA,angular,Gitter
0,angular,Gitter
513,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
3255,angular,Gitter
575,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
414,angular,Gitter
NA,angular,Gitter
8,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
2,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
19486,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
5,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
650,angular,Gitter
NA,angular,Gitter
11,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
36,angular,Gitter
2680,angular,Gitter
193,angular,Gitter
71,angular,Gitter
23402,angular,Gitter
NA,angular,Gitter
106,angular,Gitter
NA,angular,Gitter
2888,angular,Gitter
NA,angular,Gitter
164,angular,Gitter
0,angular,Gitter
0,angular,Gitter
198,angular,Gitter
NA,angular,Gitter
889,angular,Gitter
22,angular,Gitter
5,angular,Gitter
415,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
72,angular,Gitter
NA,angular,Gitter
8740,angular,Gitter
NA,angular,Gitter
6331,angular,Gitter
NA,angular,Gitter
8,angular,Gitter
NA,angular,Gitter
NA,angular,Gitter
1,angular,Gitter
71,angular,Gitter
NA,angular,Gitter
149,angular,Gitter
6845,angular,Gitter
4402,angular,Gitter
